Date,subject1,subject2,subject3,subject4,subject5,subject6,subject7,subject8,subject9,subject10,subject11,subject12,subject13,subject14,subject15,subject16,subject17,subject18,subject19,subject20,subject21,subject22,subject23,subject24
2016-12-30,2.214785215,3.261738262,2.301998002,2.778521479,3.778521479,4,2.921478521,0,0.7066933067,0.9684315684,0,2.857042957,2.65974026,2.523476523,1.993306693,0.7852147852,0,3.483216783,1.993306693,3.3,3.778521479,3.438261738,2.921478521,4
2016-12-30,2.217782218,3.260739261,2.2997003,2.778221778,3.778221778,4,2.921778222,0,0.703996004,0.9647352647,0,2.856443556,2.661038961,2.521478521,1.996003996,0.7822177822,0,3.482517483,1.996003996,3.3,3.778221778,3.439260739,2.921778222,4
2016-12-30,2.220779221,3.25974026,2.297402597,2.777922078,3.777922078,4,2.922077922,0,0.7012987013,0.961038961,0,2.855844156,2.662337662,2.519480519,1.998701299,0.7792207792,0,3.481818182,1.998701299,3.3,3.777922078,3.44025974,2.922077922,4
2016-12-30,2.223776224,3.258741259,2.295104895,2.777622378,3.777622378,4,2.922377622,0,0.6986013986,0.9573426573,0,2.855244755,2.663636364,2.517482517,2.001398601,0.7762237762,0,3.481118881,2.001398601,3.3,3.777622378,3.441258741,2.922377622,4
2016-12-30,2.226773227,3.257742258,2.292807193,2.777322677,3.777322677,4,2.922677323,0,0.6959040959,0.9536463536,0,2.854645355,2.664935065,2.515484515,2.004095904,0.7732267732,0,3.48041958,2.004095904,3.3,3.777322677,3.442257742,2.922677323,4
2016-12-30,2.22977023,3.256743257,2.290509491,2.777022977,3.777022977,4,2.922977023,0,0.6932067932,0.94995005,0,2.854045954,2.666233766,2.513486513,2.006793207,0.7702297702,0,3.47972028,2.006793207,3.3,3.777022977,3.443256743,2.922977023,4
2016-12-30,2.232767233,3.255744256,2.288211788,2.776723277,3.776723277,4,2.923276723,0,0.6905094905,0.9462537463,0,2.853446553,2.667532468,2.511488511,2.009490509,0.7672327672,0,3.479020979,2.009490509,3.3,3.776723277,3.444255744,2.923276723,4
2016-12-30,2.235764236,3.254745255,2.285914086,2.776423576,3.776423576,4,2.923576424,0,0.6878121878,0.9425574426,0,2.852847153,2.668831169,2.509490509,2.012187812,0.7642357642,0,3.478321678,2.012187812,3.3,3.776423576,3.445254745,2.923576424,4
2016-12-30,2.238761239,3.253746254,2.283616384,2.776123876,3.776123876,4,2.923876124,0,0.6851148851,0.9388611389,0,2.852247752,2.67012987,2.507492507,2.014885115,0.7612387612,0,3.477622378,2.014885115,3.3,3.776123876,3.446253746,2.923876124,4
2016-12-30,2.241758242,3.252747253,2.281318681,2.775824176,3.775824176,4,2.924175824,0,0.6824175824,0.9351648352,0,2.851648352,2.671428571,2.505494505,2.017582418,0.7582417582,0,3.476923077,2.017582418,3.3,3.775824176,3.447252747,2.924175824,4
2016-12-30,2.244755245,3.251748252,2.279020979,2.775524476,3.775524476,4,2.924475524,0,0.6797202797,0.9314685315,0,2.851048951,2.672727273,2.503496503,2.02027972,0.7552447552,0,3.476223776,2.02027972,3.3,3.775524476,3.448251748,2.924475524,4
2016-12-30,2.247752248,3.250749251,2.276723277,2.775224775,3.775224775,4,2.924775225,0,0.677022977,0.9277722278,0,2.85044955,2.674025974,2.501498501,2.022977023,0.7522477522,0,3.475524476,2.022977023,3.3,3.775224775,3.449250749,2.924775225,4
2016-12-30,2.250749251,3.24975025,2.274425574,2.774925075,3.774925075,4,2.925074925,0,0.6743256743,0.9240759241,0,2.84985015,2.675324675,2.4995005,2.025674326,0.7492507493,0,3.474825175,2.025674326,3.3,3.774925075,3.45024975,2.925074925,4
2016-12-30,2.253746254,3.248751249,2.272127872,2.774625375,3.774625375,4,2.925374625,0,0.6716283716,0.9203796204,0,2.849250749,2.676623377,2.497502498,2.028371628,0.7462537463,0,3.474125874,2.028371628,3.3,3.774625375,3.451248751,2.925374625,4
2016-12-30,2.256743257,3.247752248,2.26983017,2.774325674,3.774325674,4,2.925674326,0,0.6689310689,0.9166833167,0,2.848651349,2.677922078,2.495504496,2.031068931,0.7432567433,0,3.473426573,2.031068931,3.3,3.774325674,3.452247752,2.925674326,4
2016-12-30,2.25974026,3.246753247,2.267532468,2.774025974,3.774025974,4,2.925974026,0,0.6662337662,0.912987013,0,2.848051948,2.679220779,2.493506494,2.033766234,0.7402597403,0,3.472727273,2.033766234,3.3,3.774025974,3.453246753,2.925974026,4
2016-12-30,2.262737263,3.245754246,2.265234765,2.773726274,3.773726274,4,2.926273726,0,0.6635364635,0.9092907093,0,2.847452547,2.680519481,2.491508492,2.036463536,0.7372627373,0,3.472027972,2.036463536,3.3,3.773726274,3.454245754,2.926273726,4
2016-12-30,2.265734266,3.244755245,2.262937063,2.773426573,3.773426573,4,2.926573427,0,0.6608391608,0.9055944056,0,2.846853147,2.681818182,2.48951049,2.039160839,0.7342657343,0,3.471328671,2.039160839,3.3,3.773426573,3.455244755,2.926573427,4
2016-12-30,2.268731269,3.243756244,2.260639361,2.773126873,3.773126873,4,2.926873127,0,0.6581418581,0.9018981019,0,2.846253746,2.683116883,2.487512488,2.041858142,0.7312687313,0,3.470629371,2.041858142,3.3,3.773126873,3.456243756,2.926873127,4
2016-12-30,2.271728272,3.242757243,2.258341658,2.772827173,3.772827173,4,2.927172827,0,0.6554445554,0.8982017982,0,2.845654346,2.684415584,2.485514486,2.044555445,0.7282717283,0,3.46993007,2.044555445,3.3,3.772827173,3.457242757,2.927172827,4
2016-12-30,2.274725275,3.241758242,2.256043956,2.772527473,3.772527473,4,2.927472527,0,0.6527472527,0.8945054945,0,2.845054945,2.685714286,2.483516484,2.047252747,0.7252747253,0,3.469230769,2.047252747,3.3,3.772527473,3.458241758,2.927472527,4
2016-12-30,2.277722278,3.240759241,2.253746254,2.772227772,3.772227772,4,2.927772228,0,0.65004995,0.8908091908,0,2.844455544,2.687012987,2.481518482,2.04995005,0.7222777223,0,3.468531469,2.04995005,3.3,3.772227772,3.459240759,2.927772228,4
2016-12-30,2.280719281,3.23976024,2.251448551,2.771928072,3.771928072,4,2.928071928,0,0.6473526474,0.8871128871,0,2.843856144,2.688311688,2.47952048,2.052647353,0.7192807193,0,3.467832168,2.052647353,3.3,3.771928072,3.46023976,2.928071928,4
2016-12-30,2.283716284,3.238761239,2.249150849,2.771628372,3.771628372,4,2.928371628,0,0.6446553447,0.8834165834,0,2.843256743,2.68961039,2.477522478,2.055344655,0.7162837163,0,3.467132867,2.055344655,3.3,3.771628372,3.461238761,2.928371628,4
2016-12-30,2.286713287,3.237762238,2.246853147,2.771328671,3.771328671,4,2.928671329,0,0.641958042,0.8797202797,0,2.842657343,2.690909091,2.475524476,2.058041958,0.7132867133,0,3.466433566,2.058041958,3.3,3.771328671,3.462237762,2.928671329,4
2016-12-30,2.28971029,3.236763237,2.244555445,2.771028971,3.771028971,4,2.928971029,0,0.6392607393,0.876023976,0,2.842057942,2.692207792,2.473526474,2.060739261,0.7102897103,0,3.465734266,2.060739261,3.3,3.771028971,3.463236763,2.928971029,4
2016-12-30,2.292707293,3.235764236,2.242257742,2.770729271,3.770729271,4,2.929270729,0,0.6365634366,0.8723276723,0,2.841458541,2.693506494,2.471528472,2.063436563,0.7072927073,0,3.465034965,2.063436563,3.3,3.770729271,3.464235764,2.929270729,4
2016-12-30,2.295704296,3.234765235,2.23996004,2.77042957,3.77042957,4,2.92957043,0,0.6338661339,0.8686313686,0,2.840859141,2.694805195,2.46953047,2.066133866,0.7042957043,0,3.464335664,2.066133866,3.3,3.77042957,3.465234765,2.92957043,4
2016-12-30,2.298701299,3.233766234,2.237662338,2.77012987,3.77012987,4,2.92987013,0,0.6311688312,0.8649350649,0,2.84025974,2.696103896,2.467532468,2.068831169,0.7012987013,0,3.463636364,2.068831169,3.3,3.77012987,3.466233766,2.92987013,4
2016-12-30,2.301698302,3.232767233,2.235364635,2.76983017,3.76983017,4,2.93016983,0,0.6284715285,0.8612387612,0,2.83966034,2.697402597,2.465534466,2.071528472,0.6983016983,0,3.462937063,2.071528472,3.3,3.76983017,3.467232767,2.93016983,4
2016-12-30,2.304695305,3.231768232,2.233066933,2.76953047,3.76953047,4,2.93046953,0,0.6257742258,0.8575424575,0,2.839060939,2.698701299,2.463536464,2.074225774,0.6953046953,0,3.462237762,2.074225774,3.3,3.76953047,3.468231768,2.93046953,4
2016-12-30,2.307692308,3.230769231,2.230769231,2.769230769,3.769230769,4,2.930769231,0,0.6230769231,0.8538461538,0,2.838461538,2.7,2.461538462,2.076923077,0.6923076923,0,3.461538462,2.076923077,3.3,3.769230769,3.469230769,2.930769231,4
2016-12-30,2.310689311,3.22977023,2.228471528,2.768931069,3.768931069,4,2.931068931,0,0.6203796204,0.8501498501,0,2.837862138,2.701298701,2.45954046,2.07962038,0.6893106893,0,3.460839161,2.07962038,3.3,3.768931069,3.47022977,2.931068931,4
2016-12-30,2.313686314,3.228771229,2.226173826,2.768631369,3.768631369,4,2.931368631,0,0.6176823177,0.8464535465,0,2.837262737,2.702597403,2.457542458,2.082317682,0.6863136863,0,3.46013986,2.082317682,3.3,3.768631369,3.471228771,2.931368631,4
2016-12-30,2.316683317,3.227772228,2.223876124,2.768331668,3.768331668,4,2.931668332,0,0.614985015,0.8427572428,0,2.836663337,2.703896104,2.455544456,2.085014985,0.6833166833,0,3.459440559,2.085014985,3.3,3.768331668,3.472227772,2.931668332,4
2016-12-30,2.31968032,3.226773227,2.221578422,2.768031968,3.768031968,4,2.931968032,0,0.6122877123,0.8390609391,0,2.836063936,2.705194805,2.453546454,2.087712288,0.6803196803,0,3.458741259,2.087712288,3.3,3.768031968,3.473226773,2.931968032,4
2016-12-30,2.322677323,3.225774226,2.219280719,2.767732268,3.767732268,4,2.932267732,0,0.6095904096,0.8353646354,0,2.835464535,2.706493506,2.451548452,2.09040959,0.6773226773,0,3.458041958,2.09040959,3.3,3.767732268,3.474225774,2.932267732,4
2016-12-30,2.325674326,3.224775225,2.216983017,2.767432567,3.767432567,4,2.932567433,0,0.6068931069,0.8316683317,0,2.834865135,2.707792208,2.44955045,2.093106893,0.6743256743,0,3.457342657,2.093106893,3.3,3.767432567,3.475224775,2.932567433,4
2016-12-30,2.328671329,3.223776224,2.214685315,2.767132867,3.767132867,4,2.932867133,0,0.6041958042,0.827972028,0,2.834265734,2.709090909,2.447552448,2.095804196,0.6713286713,0,3.456643357,2.095804196,3.3,3.767132867,3.476223776,2.932867133,4
2016-12-30,2.331668332,3.222777223,2.212387612,2.766833167,3.766833167,4,2.933166833,0,0.6014985015,0.8242757243,0,2.833666334,2.71038961,2.445554446,2.098501499,0.6683316683,0,3.455944056,2.098501499,3.3,3.766833167,3.477222777,2.933166833,4
2016-12-30,2.334665335,3.221778222,2.21008991,2.766533467,3.766533467,4,2.933466533,0,0.5988011988,0.8205794206,0,2.833066933,2.711688312,2.443556444,2.101198801,0.6653346653,0,3.455244755,2.101198801,3.3,3.766533467,3.478221778,2.933466533,4
2016-12-30,2.337662338,3.220779221,2.207792208,2.766233766,3.766233766,4,2.933766234,0,0.5961038961,0.8168831169,0,2.832467532,2.712987013,2.441558442,2.103896104,0.6623376623,0,3.454545455,2.103896104,3.3,3.766233766,3.479220779,2.933766234,4
2016-12-30,2.340659341,3.21978022,2.205494505,2.765934066,3.765934066,4,2.934065934,0,0.5934065934,0.8131868132,0,2.831868132,2.714285714,2.43956044,2.106593407,0.6593406593,0,3.453846154,2.106593407,3.3,3.765934066,3.48021978,2.934065934,4
2016-12-30,2.343656344,3.218781219,2.203196803,2.765634366,3.765634366,4,2.934365634,0,0.5907092907,0.8094905095,0,2.831268731,2.715584416,2.437562438,2.109290709,0.6563436563,0,3.453146853,2.109290709,3.3,3.765634366,3.481218781,2.934365634,4
2016-12-30,2.346653347,3.217782218,2.200899101,2.765334665,3.765334665,4,2.934665335,0,0.588011988,0.8057942058,0,2.830669331,2.716883117,2.435564436,2.111988012,0.6533466533,0,3.452447552,2.111988012,3.3,3.765334665,3.482217782,2.934665335,4
2016-12-30,2.34965035,3.216783217,2.198601399,2.765034965,3.765034965,4,2.934965035,0,0.5853146853,0.8020979021,0,2.83006993,2.718181818,2.433566434,2.114685315,0.6503496503,0,3.451748252,2.114685315,3.3,3.765034965,3.483216783,2.934965035,4
2016-12-30,2.352647353,3.215784216,2.196303696,2.764735265,3.764735265,4,2.935264735,0,0.5826173826,0.7984015984,0,2.829470529,2.719480519,2.431568432,2.117382617,0.6473526474,0,3.451048951,2.117382617,3.3,3.764735265,3.484215784,2.935264735,4
2016-12-30,2.355644356,3.214785215,2.194005994,2.764435564,3.764435564,4,2.935564436,0,0.5799200799,0.7947052947,0,2.828871129,2.720779221,2.42957043,2.12007992,0.6443556444,0,3.45034965,2.12007992,3.3,3.764435564,3.485214785,2.935564436,4
2016-12-30,2.358641359,3.213786214,2.191708292,2.764135864,3.764135864,4,2.935864136,0,0.5772227772,0.791008991,0,2.828271728,2.722077922,2.427572428,2.122777223,0.6413586414,0,3.44965035,2.122777223,3.3,3.764135864,3.486213786,2.935864136,4
2016-12-30,2.361638362,3.212787213,2.189410589,2.763836164,3.763836164,4,2.936163836,0,0.5745254745,0.7873126873,0,2.827672328,2.723376623,2.425574426,2.125474525,0.6383616384,0,3.448951049,2.125474525,3.3,3.763836164,3.487212787,2.936163836,4
2016-12-30,2.364635365,3.211788212,2.187112887,2.763536464,3.763536464,4,2.936463536,0,0.5718281718,0.7836163836,0,2.827072927,2.724675325,2.423576424,2.128171828,0.6353646354,0,3.448251748,2.128171828,3.3,3.763536464,3.488211788,2.936463536,4
2016-12-30,2.367632368,3.210789211,2.184815185,2.763236763,3.763236763,4,2.936763237,0,0.5691308691,0.7799200799,0,2.826473526,2.725974026,2.421578422,2.130869131,0.6323676324,0,3.447552448,2.130869131,3.3,3.763236763,3.489210789,2.936763237,4
2016-12-30,2.370629371,3.20979021,2.182517483,2.762937063,3.762937063,4,2.937062937,0,0.5664335664,0.7762237762,0,2.825874126,2.727272727,2.41958042,2.133566434,0.6293706294,0,3.446853147,2.133566434,3.3,3.762937063,3.49020979,2.937062937,4
2016-12-30,2.373626374,3.208791209,2.18021978,2.762637363,3.762637363,4,2.937362637,0,0.5637362637,0.7725274725,0,2.825274725,2.728571429,2.417582418,2.136263736,0.6263736264,0,3.446153846,2.136263736,3.3,3.762637363,3.491208791,2.937362637,4
2016-12-30,2.376623377,3.207792208,2.177922078,2.762337662,3.762337662,4,2.937662338,0,0.561038961,0.7688311688,0,2.824675325,2.72987013,2.415584416,2.138961039,0.6233766234,0,3.445454545,2.138961039,3.3,3.762337662,3.492207792,2.937662338,4
2016-12-30,2.37962038,3.206793207,2.175624376,2.762037962,3.762037962,4,2.937962038,0,0.5583416583,0.7651348651,0,2.824075924,2.731168831,2.413586414,2.141658342,0.6203796204,0,3.444755245,2.141658342,3.3,3.762037962,3.493206793,2.937962038,4
2016-12-30,2.382617383,3.205794206,2.173326673,2.761738262,3.761738262,4,2.938261738,0,0.5556443556,0.7614385614,0,2.823476523,2.732467532,2.411588412,2.144355644,0.6173826174,0,3.444055944,2.144355644,3.3,3.761738262,3.494205794,2.938261738,4
2016-12-30,2.385614386,3.204795205,2.171028971,2.761438561,3.761438561,4,2.938561439,0,0.5529470529,0.7577422577,0,2.822877123,2.733766234,2.40959041,2.147052947,0.6143856144,0,3.443356643,2.147052947,3.3,3.761438561,3.495204795,2.938561439,4
2016-12-30,2.388611389,3.203796204,2.168731269,2.761138861,3.761138861,4,2.938861139,0,0.5502497502,0.754045954,0,2.822277722,2.735064935,2.407592408,2.14975025,0.6113886114,0,3.442657343,2.14975025,3.3,3.761138861,3.496203796,2.938861139,4
2016-12-30,2.391608392,3.202797203,2.166433566,2.760839161,3.760839161,4,2.939160839,0,0.5475524476,0.7503496503,0,2.821678322,2.736363636,2.405594406,2.152447552,0.6083916084,0,3.441958042,2.152447552,3.3,3.760839161,3.497202797,2.939160839,4
2016-12-30,2.394605395,3.201798202,2.164135864,2.760539461,3.760539461,4,2.939460539,0,0.5448551449,0.7466533467,0,2.821078921,2.737662338,2.403596404,2.155144855,0.6053946054,0,3.441258741,2.155144855,3.3,3.760539461,3.498201798,2.939460539,4
2016-12-30,2.397602398,3.200799201,2.161838162,2.76023976,3.76023976,4,2.93976024,0,0.5421578422,0.742957043,0,2.82047952,2.738961039,2.401598402,2.157842158,0.6023976024,0,3.440559441,2.157842158,3.3,3.76023976,3.499200799,2.93976024,4
2016-12-30,2.400599401,3.1998002,2.15954046,2.75994006,3.75994006,4,2.94005994,0,0.5394605395,0.7392607393,0,2.81988012,2.74025974,2.3996004,2.160539461,0.5994005994,0,3.43986014,2.160539461,3.3,3.75994006,3.5001998,2.94005994,4
2016-12-30,2.403596404,3.198801199,2.157242757,2.75964036,3.75964036,4,2.94035964,0,0.5367632368,0.7355644356,0,2.819280719,2.741558442,2.397602398,2.163236763,0.5964035964,0,3.439160839,2.163236763,3.3,3.75964036,3.501198801,2.94035964,4
2016-12-30,2.406593407,3.197802198,2.154945055,2.759340659,3.759340659,4,2.940659341,0,0.5340659341,0.7318681319,0,2.818681319,2.742857143,2.395604396,2.165934066,0.5934065934,0,3.438461538,2.165934066,3.3,3.759340659,3.502197802,2.940659341,4
2016-12-30,2.40959041,3.196803197,2.152647353,2.759040959,3.759040959,4,2.940959041,0,0.5313686314,0.7281718282,0,2.818081918,2.744155844,2.393606394,2.168631369,0.5904095904,0,3.437762238,2.168631369,3.3,3.759040959,3.503196803,2.940959041,4
2016-12-30,2.412587413,3.195804196,2.15034965,2.758741259,3.758741259,4,2.941258741,0,0.5286713287,0.7244755245,0,2.817482517,2.745454545,2.391608392,2.171328671,0.5874125874,0,3.437062937,2.171328671,3.3,3.758741259,3.504195804,2.941258741,4
2016-12-30,2.415584416,3.194805195,2.148051948,2.758441558,3.758441558,4,2.941558442,0,0.525974026,0.7207792208,0,2.816883117,2.746753247,2.38961039,2.174025974,0.5844155844,0,3.436363636,2.174025974,3.3,3.758441558,3.505194805,2.941558442,4
2016-12-30,2.418581419,3.193806194,2.145754246,2.758141858,3.758141858,4,2.941858142,0,0.5232767233,0.7170829171,0,2.816283716,2.748051948,2.387612388,2.176723277,0.5814185814,0,3.435664336,2.176723277,3.3,3.758141858,3.506193806,2.941858142,4
2016-12-30,2.421578422,3.192807193,2.143456543,2.757842158,3.757842158,4,2.942157842,0,0.5205794206,0.7133866134,0,2.815684316,2.749350649,2.385614386,2.179420579,0.5784215784,0,3.434965035,2.179420579,3.3,3.757842158,3.507192807,2.942157842,4
2016-12-30,2.424575425,3.191808192,2.141158841,2.757542458,3.757542458,4,2.942457542,0,0.5178821179,0.7096903097,0,2.815084915,2.750649351,2.383616384,2.182117882,0.5754245754,0,3.434265734,2.182117882,3.3,3.757542458,3.508191808,2.942457542,4
2016-12-30,2.427572428,3.190809191,2.138861139,2.757242757,3.757242757,4,2.942757243,0,0.5151848152,0.705994006,0,2.814485514,2.751948052,2.381618382,2.184815185,0.5724275724,0,3.433566434,2.184815185,3.3,3.757242757,3.509190809,2.942757243,4
2016-12-30,2.430569431,3.18981019,2.136563437,2.756943057,3.756943057,4,2.943056943,0,0.5124875125,0.7022977023,0,2.813886114,2.753246753,2.37962038,2.187512488,0.5694305694,0,3.432867133,2.187512488,3.3,3.756943057,3.51018981,2.943056943,4
2016-12-30,2.433566434,3.188811189,2.134265734,2.756643357,3.756643357,4,2.943356643,0,0.5097902098,0.6986013986,0,2.813286713,2.754545455,2.377622378,2.19020979,0.5664335664,0,3.432167832,2.19020979,3.3,3.756643357,3.511188811,2.943356643,4
2016-12-30,2.436563437,3.187812188,2.131968032,2.756343656,3.756343656,4,2.943656344,0,0.5070929071,0.6949050949,0,2.812687313,2.755844156,2.375624376,2.192907093,0.5634365634,0,3.431468531,2.192907093,3.3,3.756343656,3.512187812,2.943656344,4
2016-12-30,2.43956044,3.186813187,2.12967033,2.756043956,3.756043956,4,2.943956044,0,0.5043956044,0.6912087912,0,2.812087912,2.757142857,2.373626374,2.195604396,0.5604395604,0,3.430769231,2.195604396,3.3,3.756043956,3.513186813,2.943956044,4
2016-12-30,2.442557443,3.185814186,2.127372627,2.755744256,3.755744256,4,2.944255744,0,0.5016983017,0.6875124875,0,2.811488511,2.758441558,2.371628372,2.198301698,0.5574425574,0,3.43006993,2.198301698,3.3,3.755744256,3.514185814,2.944255744,4
2016-12-30,2.445554446,3.184815185,2.125074925,2.755444555,3.755444555,4,2.944555445,0,0.499000999,0.6838161838,0,2.810889111,2.75974026,2.36963037,2.200999001,0.5544455544,0,3.429370629,2.200999001,3.3,3.755444555,3.515184815,2.944555445,4
2016-12-30,2.448551449,3.183816184,2.122777223,2.755144855,3.755144855,4,2.944855145,0,0.4963036963,0.6801198801,0,2.81028971,2.761038961,2.367632368,2.203696304,0.5514485514,0,3.428671329,2.203696304,3.3,3.755144855,3.516183816,2.944855145,4
2016-12-30,2.451548452,3.182817183,2.12047952,2.754845155,3.754845155,4,2.945154845,0,0.4936063936,0.6764235764,0,2.80969031,2.762337662,2.365634366,2.206393606,0.5484515485,0,3.427972028,2.206393606,3.3,3.754845155,3.517182817,2.945154845,4
2016-12-30,2.454545455,3.181818182,2.118181818,2.754545455,3.754545455,4,2.945454545,0,0.4909090909,0.6727272727,0,2.809090909,2.763636364,2.363636364,2.209090909,0.5454545455,0,3.427272727,2.209090909,3.3,3.754545455,3.518181818,2.945454545,4
2016-12-30,2.457542458,3.180819181,2.115884116,2.754245754,3.754245754,4,2.945754246,0,0.4882117882,0.669030969,0,2.808491508,2.764935065,2.361638362,2.211788212,0.5424575425,0,3.426573427,2.211788212,3.3,3.754245754,3.519180819,2.945754246,4
2016-12-30,2.460539461,3.17982018,2.113586414,2.753946054,3.753946054,4,2.946053946,0,0.4855144855,0.6653346653,0,2.807892108,2.766233766,2.35964036,2.214485514,0.5394605395,0,3.425874126,2.214485514,3.3,3.753946054,3.52017982,2.946053946,4
2016-12-30,2.463536464,3.178821179,2.111288711,2.753646354,3.753646354,4,2.946353646,0,0.4828171828,0.6616383616,0,2.807292707,2.767532468,2.357642358,2.217182817,0.5364635365,0,3.425174825,2.217182817,3.3,3.753646354,3.521178821,2.946353646,4
2016-12-30,2.466533467,3.177822178,2.108991009,2.753346653,3.753346653,4,2.946653347,0,0.4801198801,0.6579420579,0,2.806693307,2.768831169,2.355644356,2.21988012,0.5334665335,0,3.424475524,2.21988012,3.3,3.753346653,3.522177822,2.946653347,4
2016-12-30,2.46953047,3.176823177,2.106693307,2.753046953,3.753046953,4,2.946953047,0,0.4774225774,0.6542457542,0,2.806093906,2.77012987,2.353646354,2.222577423,0.5304695305,0,3.423776224,2.222577423,3.3,3.753046953,3.523176823,2.946953047,4
2016-12-30,2.472527473,3.175824176,2.104395604,2.752747253,3.752747253,4,2.947252747,0,0.4747252747,0.6505494505,0,2.805494505,2.771428571,2.351648352,2.225274725,0.5274725275,0,3.423076923,2.225274725,3.3,3.752747253,3.524175824,2.947252747,4
2016-12-30,2.475524476,3.174825175,2.102097902,2.752447552,3.752447552,4,2.947552448,0,0.472027972,0.6468531469,0,2.804895105,2.772727273,2.34965035,2.227972028,0.5244755245,0,3.422377622,2.227972028,3.3,3.752447552,3.525174825,2.947552448,4
2016-12-30,2.478521479,3.173826174,2.0998002,2.752147852,3.752147852,4,2.947852148,0,0.4693306693,0.6431568432,0,2.804295704,2.774025974,2.347652348,2.230669331,0.5214785215,0,3.421678322,2.230669331,3.3,3.752147852,3.526173826,2.947852148,4
2016-12-30,2.481518482,3.172827173,2.097502498,2.751848152,3.751848152,4,2.948151848,0,0.4666333666,0.6394605395,0,2.803696304,2.775324675,2.345654346,2.233366633,0.5184815185,0,3.420979021,2.233366633,3.3,3.751848152,3.527172827,2.948151848,4
2016-12-30,2.484515485,3.171828172,2.095204795,2.751548452,3.751548452,4,2.948451548,0,0.4639360639,0.6357642358,0,2.803096903,2.776623377,2.343656344,2.236063936,0.5154845155,0,3.42027972,2.236063936,3.3,3.751548452,3.528171828,2.948451548,4
2016-12-30,2.487512488,3.170829171,2.092907093,2.751248751,3.751248751,4,2.948751249,0,0.4612387612,0.6320679321,0,2.802497502,2.777922078,2.341658342,2.238761239,0.5124875125,0,3.41958042,2.238761239,3.3,3.751248751,3.529170829,2.948751249,4
2016-12-30,2.490509491,3.16983017,2.090609391,2.750949051,3.750949051,4,2.949050949,0,0.4585414585,0.6283716284,0,2.801898102,2.779220779,2.33966034,2.241458541,0.5094905095,0,3.418881119,2.241458541,3.3,3.750949051,3.53016983,2.949050949,4
2016-12-30,2.493506494,3.168831169,2.088311688,2.750649351,3.750649351,4,2.949350649,0,0.4558441558,0.6246753247,0,2.801298701,2.780519481,2.337662338,2.244155844,0.5064935065,0,3.418181818,2.244155844,3.3,3.750649351,3.531168831,2.949350649,4
2016-12-30,2.496503497,3.167832168,2.086013986,2.75034965,3.75034965,4,2.94965035,0,0.4531468531,0.620979021,0,2.800699301,2.781818182,2.335664336,2.246853147,0.5034965035,0,3.417482517,2.246853147,3.3,3.75034965,3.532167832,2.94965035,4
2016-12-30,2.4995005,3.166833167,2.083716284,2.75004995,3.75004995,4,2.94995005,0,0.4504495504,0.6172827173,0,2.8000999,2.783116883,2.333666334,2.24955045,0.5004995005,0,3.416783217,2.24955045,3.3,3.75004995,3.533166833,2.94995005,4
2016-12-30,2.502497502,3.165834166,2.081418581,2.74975025,3.74975025,4,2.95024975,0,0.4477522478,0.6135864136,0,2.7995005,2.784415584,2.331668332,2.252247752,0.4975024975,0,3.416083916,2.252247752,3.3,3.74975025,3.534165834,2.95024975,4
2016-12-30,2.505494505,3.164835165,2.079120879,2.749450549,3.749450549,4,2.950549451,0,0.4450549451,0.6098901099,0,2.798901099,2.785714286,2.32967033,2.254945055,0.4945054945,0,3.415384615,2.254945055,3.3,3.749450549,3.535164835,2.950549451,4
2016-12-30,2.508491508,3.163836164,2.076823177,2.749150849,3.749150849,4,2.950849151,0,0.4423576424,0.6061938062,0,2.798301698,2.787012987,2.327672328,2.257642358,0.4915084915,0,3.414685315,2.257642358,3.3,3.749150849,3.536163836,2.950849151,4
2016-12-30,2.511488511,3.162837163,2.074525475,2.748851149,3.748851149,4,2.951148851,0,0.4396603397,0.6024975025,0,2.797702298,2.788311688,2.325674326,2.26033966,0.4885114885,0,3.413986014,2.26033966,3.3,3.748851149,3.537162837,2.951148851,4
2016-12-30,2.514485514,3.161838162,2.072227772,2.748551449,3.748551449,4,2.951448551,0,0.436963037,0.5988011988,0,2.797102897,2.78961039,2.323676324,2.263036963,0.4855144855,0,3.413286713,2.263036963,3.3,3.748551449,3.538161838,2.951448551,4
2016-12-30,2.517482517,3.160839161,2.06993007,2.748251748,3.748251748,4,2.951748252,0,0.4342657343,0.5951048951,0,2.796503497,2.790909091,2.321678322,2.265734266,0.4825174825,0,3.412587413,2.265734266,3.3,3.748251748,3.539160839,2.951748252,4
2016-12-30,2.52047952,3.15984016,2.067632368,2.747952048,3.747952048,4,2.952047952,0,0.4315684316,0.5914085914,0,2.795904096,2.792207792,2.31968032,2.268431568,0.4795204795,0,3.411888112,2.268431568,3.3,3.747952048,3.54015984,2.952047952,4
2016-12-30,2.523476523,3.158841159,2.065334665,2.747652348,3.747652348,4,2.952347652,0,0.4288711289,0.5877122877,0,2.795304695,2.793506494,2.317682318,2.271128871,0.4765234765,0,3.411188811,2.271128871,3.3,3.747652348,3.541158841,2.952347652,4
2016-12-30,2.526473526,3.157842158,2.063036963,2.747352647,3.747352647,4,2.952647353,0,0.4261738262,0.584015984,0,2.794705295,2.794805195,2.315684316,2.273826174,0.4735264735,0,3.41048951,2.273826174,3.3,3.747352647,3.542157842,2.952647353,4
