Date,subject1,subject2,subject3,subject4,subject5,subject6,subject7,subject8,subject9,subject10,subject11,subject12,subject13,subject14,subject15,subject16,subject17,subject18,subject19,subject20,subject21,subject22,subject23,subject24
2015-12-30,0.4435564436,3.852147852,3.65994006,2.955644356,3.955644356,4,2.744355644,0,2.300799201,3.152947053,0,3.211288711,1.892207792,3.704295704,0.3992007992,2.556443556,0,3.896503497,0.3992007992,3.3,3.955644356,2.847852148,2.744355644,4
2015-12-30,0.4465534466,3.851148851,3.657642358,2.955344655,3.955344655,4,2.744655345,0,2.298101898,3.149250749,0,3.210689311,1.893506494,3.702297702,0.4018981019,2.553446553,0,3.895804196,0.4018981019,3.3,3.955344655,2.848851149,2.744655345,4
2015-12-30,0.4495504496,3.85014985,3.655344655,2.955044955,3.955044955,4,2.744955045,0,2.295404595,3.145554446,0,3.21008991,1.894805195,3.7002997,0.4045954046,2.55044955,0,3.895104895,0.4045954046,3.3,3.955044955,2.84985015,2.744955045,4
2015-12-30,0.4525474525,3.849150849,3.653046953,2.954745255,3.954745255,4,2.745254745,0,2.292707293,3.141858142,0,3.209490509,1.896103896,3.698301698,0.4072927073,2.547452547,0,3.894405594,0.4072927073,3.3,3.954745255,2.850849151,2.745254745,4
2015-12-30,0.4555444555,3.848151848,3.650749251,2.954445554,3.954445554,4,2.745554446,0,2.29000999,3.138161838,0,3.208891109,1.897402597,3.696303696,0.40999001,2.544455544,0,3.893706294,0.40999001,3.3,3.954445554,2.851848152,2.745554446,4
2015-12-30,0.4585414585,3.847152847,3.648451548,2.954145854,3.954145854,4,2.745854146,0,2.287312687,3.134465534,0,3.208291708,1.898701299,3.694305694,0.4126873127,2.541458541,0,3.893006993,0.4126873127,3.3,3.954145854,2.852847153,2.745854146,4
2015-12-30,0.4615384615,3.846153846,3.646153846,2.953846154,3.953846154,4,2.746153846,0,2.284615385,3.130769231,0,3.207692308,1.9,3.692307692,0.4153846154,2.538461538,0,3.892307692,0.4153846154,3.3,3.953846154,2.853846154,2.746153846,4
2015-12-30,0.4645354645,3.845154845,3.643856144,2.953546454,3.953546454,4,2.746453546,0,2.281918082,3.127072927,0,3.207092907,1.901298701,3.69030969,0.4180819181,2.535464535,0,3.891608392,0.4180819181,3.3,3.953546454,2.854845155,2.746453546,4
2015-12-30,0.4675324675,3.844155844,3.641558442,2.953246753,3.953246753,4,2.746753247,0,2.279220779,3.123376623,0,3.206493506,1.902597403,3.688311688,0.4207792208,2.532467532,0,3.890909091,0.4207792208,3.3,3.953246753,2.855844156,2.746753247,4
2015-12-30,0.4705294705,3.843156843,3.639260739,2.952947053,3.952947053,4,2.747052947,0,2.276523477,3.11968032,0,3.205894106,1.903896104,3.686313686,0.4234765235,2.529470529,0,3.89020979,0.4234765235,3.3,3.952947053,2.856843157,2.747052947,4
2015-12-30,0.4735264735,3.842157842,3.636963037,2.952647353,3.952647353,4,2.747352647,0,2.273826174,3.115984016,0,3.205294705,1.905194805,3.684315684,0.4261738262,2.526473526,0,3.88951049,0.4261738262,3.3,3.952647353,2.857842158,2.747352647,4
2015-12-30,0.4765234765,3.841158841,3.634665335,2.952347652,3.952347652,4,2.747652348,0,2.271128871,3.112287712,0,3.204695305,1.906493506,3.682317682,0.4288711289,2.523476523,0,3.888811189,0.4288711289,3.3,3.952347652,2.858841159,2.747652348,4
2015-12-30,0.4795204795,3.84015984,3.632367632,2.952047952,3.952047952,4,2.747952048,0,2.268431568,3.108591409,0,3.204095904,1.907792208,3.68031968,0.4315684316,2.52047952,0,3.888111888,0.4315684316,3.3,3.952047952,2.85984016,2.747952048,4
2015-12-30,0.4825174825,3.839160839,3.63006993,2.951748252,3.951748252,4,2.748251748,0,2.265734266,3.104895105,0,3.203496503,1.909090909,3.678321678,0.4342657343,2.517482517,0,3.887412587,0.4342657343,3.3,3.951748252,2.860839161,2.748251748,4
2015-12-30,0.4855144855,3.838161838,3.627772228,2.951448551,3.951448551,4,2.748551449,0,2.263036963,3.101198801,0,3.202897103,1.91038961,3.676323676,0.436963037,2.514485514,0,3.886713287,0.436963037,3.3,3.951448551,2.861838162,2.748551449,4
2015-12-30,0.4885114885,3.837162837,3.625474525,2.951148851,3.951148851,4,2.748851149,0,2.26033966,3.097502498,0,3.202297702,1.911688312,3.674325674,0.4396603397,2.511488511,0,3.886013986,0.4396603397,3.3,3.951148851,2.862837163,2.748851149,4
2015-12-30,0.4915084915,3.836163836,3.623176823,2.950849151,3.950849151,4,2.749150849,0,2.257642358,3.093806194,0,3.201698302,1.912987013,3.672327672,0.4423576424,2.508491508,0,3.885314685,0.4423576424,3.3,3.950849151,2.863836164,2.749150849,4
2015-12-30,0.4945054945,3.835164835,3.620879121,2.950549451,3.950549451,4,2.749450549,0,2.254945055,3.09010989,0,3.201098901,1.914285714,3.67032967,0.4450549451,2.505494505,0,3.884615385,0.4450549451,3.3,3.950549451,2.864835165,2.749450549,4
2015-12-30,0.4975024975,3.834165834,3.618581419,2.95024975,3.95024975,4,2.74975025,0,2.252247752,3.086413586,0,3.2004995,1.915584416,3.668331668,0.4477522478,2.502497502,0,3.883916084,0.4477522478,3.3,3.95024975,2.865834166,2.74975025,4
2015-12-30,0.5004995005,3.833166833,3.616283716,2.94995005,3.94995005,4,2.75004995,0,2.24955045,3.082717283,0,3.1999001,1.916883117,3.666333666,0.4504495504,2.4995005,0,3.883216783,0.4504495504,3.3,3.94995005,2.866833167,2.75004995,4
2015-12-30,0.5034965035,3.832167832,3.613986014,2.94965035,3.94965035,4,2.75034965,0,2.246853147,3.079020979,0,3.199300699,1.918181818,3.664335664,0.4531468531,2.496503497,0,3.882517483,0.4531468531,3.3,3.94965035,2.867832168,2.75034965,4
2015-12-30,0.5064935065,3.831168831,3.611688312,2.949350649,3.949350649,4,2.750649351,0,2.244155844,3.075324675,0,3.198701299,1.919480519,3.662337662,0.4558441558,2.493506494,0,3.881818182,0.4558441558,3.3,3.949350649,2.868831169,2.750649351,4
2015-12-30,0.5094905095,3.83016983,3.609390609,2.949050949,3.949050949,4,2.750949051,0,2.241458541,3.071628372,0,3.198101898,1.920779221,3.66033966,0.4585414585,2.490509491,0,3.881118881,0.4585414585,3.3,3.949050949,2.86983017,2.750949051,4
2015-12-30,0.5124875125,3.829170829,3.607092907,2.948751249,3.948751249,4,2.751248751,0,2.238761239,3.067932068,0,3.197502498,1.922077922,3.658341658,0.4612387612,2.487512488,0,3.88041958,0.4612387612,3.3,3.948751249,2.870829171,2.751248751,4
2015-12-30,0.5154845155,3.828171828,3.604795205,2.948451548,3.948451548,4,2.751548452,0,2.236063936,3.064235764,0,3.196903097,1.923376623,3.656343656,0.4639360639,2.484515485,0,3.87972028,0.4639360639,3.3,3.948451548,2.871828172,2.751548452,4
2015-12-30,0.5184815185,3.827172827,3.602497502,2.948151848,3.948151848,4,2.751848152,0,2.233366633,3.060539461,0,3.196303696,1.924675325,3.654345654,0.4666333666,2.481518482,0,3.879020979,0.4666333666,3.3,3.948151848,2.872827173,2.751848152,4
2015-12-30,0.5214785215,3.826173826,3.6001998,2.947852148,3.947852148,4,2.752147852,0,2.230669331,3.056843157,0,3.195704296,1.925974026,3.652347652,0.4693306693,2.478521479,0,3.878321678,0.4693306693,3.3,3.947852148,2.873826174,2.752147852,4
2015-12-30,0.5244755245,3.825174825,3.597902098,2.947552448,3.947552448,4,2.752447552,0,2.227972028,3.053146853,0,3.195104895,1.927272727,3.65034965,0.472027972,2.475524476,0,3.877622378,0.472027972,3.3,3.947552448,2.874825175,2.752447552,4
2015-12-30,0.5274725275,3.824175824,3.595604396,2.947252747,3.947252747,4,2.752747253,0,2.225274725,3.049450549,0,3.194505495,1.928571429,3.648351648,0.4747252747,2.472527473,0,3.876923077,0.4747252747,3.3,3.947252747,2.875824176,2.752747253,4
2015-12-30,0.5304695305,3.823176823,3.593306693,2.946953047,3.946953047,4,2.753046953,0,2.222577423,3.045754246,0,3.193906094,1.92987013,3.646353646,0.4774225774,2.46953047,0,3.876223776,0.4774225774,3.3,3.946953047,2.876823177,2.753046953,4
2015-12-30,0.5334665335,3.822177822,3.591008991,2.946653347,3.946653347,4,2.753346653,0,2.21988012,3.042057942,0,3.193306693,1.931168831,3.644355644,0.4801198801,2.466533467,0,3.875524476,0.4801198801,3.3,3.946653347,2.877822178,2.753346653,4
2015-12-30,0.5364635365,3.821178821,3.588711289,2.946353646,3.946353646,4,2.753646354,0,2.217182817,3.038361638,0,3.192707293,1.932467532,3.642357642,0.4828171828,2.463536464,0,3.874825175,0.4828171828,3.3,3.946353646,2.878821179,2.753646354,4
2015-12-30,0.5394605395,3.82017982,3.586413586,2.946053946,3.946053946,4,2.753946054,0,2.214485514,3.034665335,0,3.192107892,1.933766234,3.64035964,0.4855144855,2.460539461,0,3.874125874,0.4855144855,3.3,3.946053946,2.87982018,2.753946054,4
2015-12-30,0.5424575425,3.819180819,3.584115884,2.945754246,3.945754246,4,2.754245754,0,2.211788212,3.030969031,0,3.191508492,1.935064935,3.638361638,0.4882117882,2.457542458,0,3.873426573,0.4882117882,3.3,3.945754246,2.880819181,2.754245754,4
2015-12-30,0.5454545455,3.818181818,3.581818182,2.945454545,3.945454545,4,2.754545455,0,2.209090909,3.027272727,0,3.190909091,1.936363636,3.636363636,0.4909090909,2.454545455,0,3.872727273,0.4909090909,3.3,3.945454545,2.881818182,2.754545455,4
2015-12-30,0.5484515485,3.817182817,3.57952048,2.945154845,3.945154845,4,2.754845155,0,2.206393606,3.023576424,0,3.19030969,1.937662338,3.634365634,0.4936063936,2.451548452,0,3.872027972,0.4936063936,3.3,3.945154845,2.882817183,2.754845155,4
2015-12-30,0.5514485514,3.816183816,3.577222777,2.944855145,3.944855145,4,2.755144855,0,2.203696304,3.01988012,0,3.18971029,1.938961039,3.632367632,0.4963036963,2.448551449,0,3.871328671,0.4963036963,3.3,3.944855145,2.883816184,2.755144855,4
2015-12-30,0.5544455544,3.815184815,3.574925075,2.944555445,3.944555445,4,2.755444555,0,2.200999001,3.016183816,0,3.189110889,1.94025974,3.63036963,0.499000999,2.445554446,0,3.870629371,0.499000999,3.3,3.944555445,2.884815185,2.755444555,4
2015-12-30,0.5574425574,3.814185814,3.572627373,2.944255744,3.944255744,4,2.755744256,0,2.198301698,3.012487512,0,3.188511489,1.941558442,3.628371628,0.5016983017,2.442557443,0,3.86993007,0.5016983017,3.3,3.944255744,2.885814186,2.755744256,4
2015-12-30,0.5604395604,3.813186813,3.57032967,2.943956044,3.943956044,4,2.756043956,0,2.195604396,3.008791209,0,3.187912088,1.942857143,3.626373626,0.5043956044,2.43956044,0,3.869230769,0.5043956044,3.3,3.943956044,2.886813187,2.756043956,4
2015-12-30,0.5634365634,3.812187812,3.568031968,2.943656344,3.943656344,4,2.756343656,0,2.192907093,3.005094905,0,3.187312687,1.944155844,3.624375624,0.5070929071,2.436563437,0,3.868531469,0.5070929071,3.3,3.943656344,2.887812188,2.756343656,4
2015-12-30,0.5664335664,3.811188811,3.565734266,2.943356643,3.943356643,4,2.756643357,0,2.19020979,3.001398601,0,3.186713287,1.945454545,3.622377622,0.5097902098,2.433566434,0,3.867832168,0.5097902098,3.3,3.943356643,2.888811189,2.756643357,4
2015-12-30,0.5694305694,3.81018981,3.563436563,2.943056943,3.943056943,4,2.756943057,0,2.187512488,2.997702298,0,3.186113886,1.946753247,3.62037962,0.5124875125,2.430569431,0,3.867132867,0.5124875125,3.3,3.943056943,2.88981019,2.756943057,4
2015-12-30,0.5724275724,3.809190809,3.561138861,2.942757243,3.942757243,4,2.757242757,0,2.184815185,2.994005994,0,3.185514486,1.948051948,3.618381618,0.5151848152,2.427572428,0,3.866433566,0.5151848152,3.3,3.942757243,2.890809191,2.757242757,4
2015-12-30,0.5754245754,3.808191808,3.558841159,2.942457542,3.942457542,4,2.757542458,0,2.182117882,2.99030969,0,3.184915085,1.949350649,3.616383616,0.5178821179,2.424575425,0,3.865734266,0.5178821179,3.3,3.942457542,2.891808192,2.757542458,4
2015-12-30,0.5784215784,3.807192807,3.556543457,2.942157842,3.942157842,4,2.757842158,0,2.179420579,2.986613387,0,3.184315684,1.950649351,3.614385614,0.5205794206,2.421578422,0,3.865034965,0.5205794206,3.3,3.942157842,2.892807193,2.757842158,4
2015-12-30,0.5814185814,3.806193806,3.554245754,2.941858142,3.941858142,4,2.758141858,0,2.176723277,2.982917083,0,3.183716284,1.951948052,3.612387612,0.5232767233,2.418581419,0,3.864335664,0.5232767233,3.3,3.941858142,2.893806194,2.758141858,4
2015-12-30,0.5844155844,3.805194805,3.551948052,2.941558442,3.941558442,4,2.758441558,0,2.174025974,2.979220779,0,3.183116883,1.953246753,3.61038961,0.525974026,2.415584416,0,3.863636364,0.525974026,3.3,3.941558442,2.894805195,2.758441558,4
2015-12-30,0.5874125874,3.804195804,3.54965035,2.941258741,3.941258741,4,2.758741259,0,2.171328671,2.975524476,0,3.182517483,1.954545455,3.608391608,0.5286713287,2.412587413,0,3.862937063,0.5286713287,3.3,3.941258741,2.895804196,2.758741259,4
2015-12-30,0.5904095904,3.803196803,3.547352647,2.940959041,3.940959041,4,2.759040959,0,2.168631369,2.971828172,0,3.181918082,1.955844156,3.606393606,0.5313686314,2.40959041,0,3.862237762,0.5313686314,3.3,3.940959041,2.896803197,2.759040959,4
2015-12-30,0.5934065934,3.802197802,3.545054945,2.940659341,3.940659341,4,2.759340659,0,2.165934066,2.968131868,0,3.181318681,1.957142857,3.604395604,0.5340659341,2.406593407,0,3.861538462,0.5340659341,3.3,3.940659341,2.897802198,2.759340659,4
2015-12-30,0.5964035964,3.801198801,3.542757243,2.94035964,3.94035964,4,2.75964036,0,2.163236763,2.964435564,0,3.180719281,1.958441558,3.602397602,0.5367632368,2.403596404,0,3.860839161,0.5367632368,3.3,3.94035964,2.898801199,2.75964036,4
2015-12-30,0.5994005994,3.8001998,3.54045954,2.94005994,3.94005994,4,2.75994006,0,2.160539461,2.960739261,0,3.18011988,1.95974026,3.6003996,0.5394605395,2.400599401,0,3.86013986,0.5394605395,3.3,3.94005994,2.8998002,2.75994006,4
2015-12-30,0.6023976024,3.799200799,3.538161838,2.93976024,3.93976024,4,2.76023976,0,2.157842158,2.957042957,0,3.17952048,1.961038961,3.598401598,0.5421578422,2.397602398,0,3.859440559,0.5421578422,3.3,3.93976024,2.900799201,2.76023976,4
2015-12-30,0.6053946054,3.798201798,3.535864136,2.939460539,3.939460539,4,2.760539461,0,2.155144855,2.953346653,0,3.178921079,1.962337662,3.596403596,0.5448551449,2.394605395,0,3.858741259,0.5448551449,3.3,3.939460539,2.901798202,2.760539461,4
2015-12-30,0.6083916084,3.797202797,3.533566434,2.939160839,3.939160839,4,2.760839161,0,2.152447552,2.94965035,0,3.178321678,1.963636364,3.594405594,0.5475524476,2.391608392,0,3.858041958,0.5475524476,3.3,3.939160839,2.902797203,2.760839161,4
2015-12-30,0.6113886114,3.796203796,3.531268731,2.938861139,3.938861139,4,2.761138861,0,2.14975025,2.945954046,0,3.177722278,1.964935065,3.592407592,0.5502497502,2.388611389,0,3.857342657,0.5502497502,3.3,3.938861139,2.903796204,2.761138861,4
2015-12-30,0.6143856144,3.795204795,3.528971029,2.938561439,3.938561439,4,2.761438561,0,2.147052947,2.942257742,0,3.177122877,1.966233766,3.59040959,0.5529470529,2.385614386,0,3.856643357,0.5529470529,3.3,3.938561439,2.904795205,2.761438561,4
2015-12-30,0.6173826174,3.794205794,3.526673327,2.938261738,3.938261738,4,2.761738262,0,2.144355644,2.938561439,0,3.176523477,1.967532468,3.588411588,0.5556443556,2.382617383,0,3.855944056,0.5556443556,3.3,3.938261738,2.905794206,2.761738262,4
2015-12-30,0.6203796204,3.793206793,3.524375624,2.937962038,3.937962038,4,2.762037962,0,2.141658342,2.934865135,0,3.175924076,1.968831169,3.586413586,0.5583416583,2.37962038,0,3.855244755,0.5583416583,3.3,3.937962038,2.906793207,2.762037962,4
2015-12-30,0.6233766234,3.792207792,3.522077922,2.937662338,3.937662338,4,2.762337662,0,2.138961039,2.931168831,0,3.175324675,1.97012987,3.584415584,0.561038961,2.376623377,0,3.854545455,0.561038961,3.3,3.937662338,2.907792208,2.762337662,4
2015-12-30,0.6263736264,3.791208791,3.51978022,2.937362637,3.937362637,4,2.762637363,0,2.136263736,2.927472527,0,3.174725275,1.971428571,3.582417582,0.5637362637,2.373626374,0,3.853846154,0.5637362637,3.3,3.937362637,2.908791209,2.762637363,4
2015-12-30,0.6293706294,3.79020979,3.517482517,2.937062937,3.937062937,4,2.762937063,0,2.133566434,2.923776224,0,3.174125874,1.972727273,3.58041958,0.5664335664,2.370629371,0,3.853146853,0.5664335664,3.3,3.937062937,2.90979021,2.762937063,4
2015-12-30,0.6323676324,3.789210789,3.515184815,2.936763237,3.936763237,4,2.763236763,0,2.130869131,2.92007992,0,3.173526474,1.974025974,3.578421578,0.5691308691,2.367632368,0,3.852447552,0.5691308691,3.3,3.936763237,2.910789211,2.763236763,4
2015-12-30,0.6353646354,3.788211788,3.512887113,2.936463536,3.936463536,4,2.763536464,0,2.128171828,2.916383616,0,3.172927073,1.975324675,3.576423576,0.5718281718,2.364635365,0,3.851748252,0.5718281718,3.3,3.936463536,2.911788212,2.763536464,4
2015-12-30,0.6383616384,3.787212787,3.510589411,2.936163836,3.936163836,4,2.763836164,0,2.125474525,2.912687313,0,3.172327672,1.976623377,3.574425574,0.5745254745,2.361638362,0,3.851048951,0.5745254745,3.3,3.936163836,2.912787213,2.763836164,4
2015-12-30,0.6413586414,3.786213786,3.508291708,2.935864136,3.935864136,4,2.764135864,0,2.122777223,2.908991009,0,3.171728272,1.977922078,3.572427572,0.5772227772,2.358641359,0,3.85034965,0.5772227772,3.3,3.935864136,2.913786214,2.764135864,4
2015-12-30,0.6443556444,3.785214785,3.505994006,2.935564436,3.935564436,4,2.764435564,0,2.12007992,2.905294705,0,3.171128871,1.979220779,3.57042957,0.5799200799,2.355644356,0,3.84965035,0.5799200799,3.3,3.935564436,2.914785215,2.764435564,4
2015-12-30,0.6473526474,3.784215784,3.503696304,2.935264735,3.935264735,4,2.764735265,0,2.117382617,2.901598402,0,3.170529471,1.980519481,3.568431568,0.5826173826,2.352647353,0,3.848951049,0.5826173826,3.3,3.935264735,2.915784216,2.764735265,4
2015-12-30,0.6503496503,3.783216783,3.501398601,2.934965035,3.934965035,4,2.765034965,0,2.114685315,2.897902098,0,3.16993007,1.981818182,3.566433566,0.5853146853,2.34965035,0,3.848251748,0.5853146853,3.3,3.934965035,2.916783217,2.765034965,4
2015-12-30,0.6533466533,3.782217782,3.499100899,2.934665335,3.934665335,4,2.765334665,0,2.111988012,2.894205794,0,3.169330669,1.983116883,3.564435564,0.588011988,2.346653347,0,3.847552448,0.588011988,3.3,3.934665335,2.917782218,2.765334665,4
2015-12-30,0.6563436563,3.781218781,3.496803197,2.934365634,3.934365634,4,2.765634366,0,2.109290709,2.890509491,0,3.168731269,1.984415584,3.562437562,0.5907092907,2.343656344,0,3.846853147,0.5907092907,3.3,3.934365634,2.918781219,2.765634366,4
2015-12-30,0.6593406593,3.78021978,3.494505495,2.934065934,3.934065934,4,2.765934066,0,2.106593407,2.886813187,0,3.168131868,1.985714286,3.56043956,0.5934065934,2.340659341,0,3.846153846,0.5934065934,3.3,3.934065934,2.91978022,2.765934066,4
2015-12-30,0.6623376623,3.779220779,3.492207792,2.933766234,3.933766234,4,2.766233766,0,2.103896104,2.883116883,0,3.167532468,1.987012987,3.558441558,0.5961038961,2.337662338,0,3.845454545,0.5961038961,3.3,3.933766234,2.920779221,2.766233766,4
2015-12-30,0.6653346653,3.778221778,3.48991009,2.933466533,3.933466533,4,2.766533467,0,2.101198801,2.879420579,0,3.166933067,1.988311688,3.556443556,0.5988011988,2.334665335,0,3.844755245,0.5988011988,3.3,3.933466533,2.921778222,2.766533467,4
2015-12-30,0.6683316683,3.777222777,3.487612388,2.933166833,3.933166833,4,2.766833167,0,2.098501499,2.875724276,0,3.166333666,1.98961039,3.554445554,0.6014985015,2.331668332,0,3.844055944,0.6014985015,3.3,3.933166833,2.922777223,2.766833167,4
2015-12-30,0.6713286713,3.776223776,3.485314685,2.932867133,3.932867133,4,2.767132867,0,2.095804196,2.872027972,0,3.165734266,1.990909091,3.552447552,0.6041958042,2.328671329,0,3.843356643,0.6041958042,3.3,3.932867133,2.923776224,2.767132867,4
2015-12-30,0.6743256743,3.775224775,3.483016983,2.932567433,3.932567433,4,2.767432567,0,2.093106893,2.868331668,0,3.165134865,1.992207792,3.55044955,0.6068931069,2.325674326,0,3.842657343,0.6068931069,3.3,3.932567433,2.924775225,2.767432567,4
2015-12-30,0.6773226773,3.774225774,3.480719281,2.932267732,3.932267732,4,2.767732268,0,2.09040959,2.864635365,0,3.164535465,1.993506494,3.548451548,0.6095904096,2.322677323,0,3.841958042,0.6095904096,3.3,3.932267732,2.925774226,2.767732268,4
2015-12-30,0.6803196803,3.773226773,3.478421578,2.931968032,3.931968032,4,2.768031968,0,2.087712288,2.860939061,0,3.163936064,1.994805195,3.546453546,0.6122877123,2.31968032,0,3.841258741,0.6122877123,3.3,3.931968032,2.926773227,2.768031968,4
2015-12-30,0.6833166833,3.772227772,3.476123876,2.931668332,3.931668332,4,2.768331668,0,2.085014985,2.857242757,0,3.163336663,1.996103896,3.544455544,0.614985015,2.316683317,0,3.840559441,0.614985015,3.3,3.931668332,2.927772228,2.768331668,4
2015-12-30,0.6863136863,3.771228771,3.473826174,2.931368631,3.931368631,4,2.768631369,0,2.082317682,2.853546454,0,3.162737263,1.997402597,3.542457542,0.6176823177,2.313686314,0,3.83986014,0.6176823177,3.3,3.931368631,2.928771229,2.768631369,4
2015-12-30,0.6893106893,3.77022977,3.471528472,2.931068931,3.931068931,4,2.768931069,0,2.07962038,2.84985015,0,3.162137862,1.998701299,3.54045954,0.6203796204,2.310689311,0,3.839160839,0.6203796204,3.3,3.931068931,2.92977023,2.768931069,4
2015-12-30,0.6923076923,3.769230769,3.469230769,2.930769231,3.930769231,4,2.769230769,0,2.076923077,2.846153846,0,3.161538462,2,3.538461538,0.6230769231,2.307692308,0,3.838461538,0.6230769231,3.3,3.930769231,2.930769231,2.769230769,4
2015-12-30,0.6953046953,3.768231768,3.466933067,2.93046953,3.93046953,4,2.76953047,0,2.074225774,2.842457542,0,3.160939061,2.001298701,3.536463536,0.6257742258,2.304695305,0,3.837762238,0.6257742258,3.3,3.93046953,2.931768232,2.76953047,4
2015-12-30,0.6983016983,3.767232767,3.464635365,2.93016983,3.93016983,4,2.76983017,0,2.071528472,2.838761239,0,3.16033966,2.002597403,3.534465534,0.6284715285,2.301698302,0,3.837062937,0.6284715285,3.3,3.93016983,2.932767233,2.76983017,4
2015-12-30,0.7012987013,3.766233766,3.462337662,2.92987013,3.92987013,4,2.77012987,0,2.068831169,2.835064935,0,3.15974026,2.003896104,3.532467532,0.6311688312,2.298701299,0,3.836363636,0.6311688312,3.3,3.92987013,2.933766234,2.77012987,4
2015-12-30,0.7042957043,3.765234765,3.46003996,2.92957043,3.92957043,4,2.77042957,0,2.066133866,2.831368631,0,3.159140859,2.005194805,3.53046953,0.6338661339,2.295704296,0,3.835664336,0.6338661339,3.3,3.92957043,2.934765235,2.77042957,4
2015-12-30,0.7072927073,3.764235764,3.457742258,2.929270729,3.929270729,4,2.770729271,0,2.063436563,2.827672328,0,3.158541459,2.006493506,3.528471528,0.6365634366,2.292707293,0,3.834965035,0.6365634366,3.3,3.929270729,2.935764236,2.770729271,4
2015-12-30,0.7102897103,3.763236763,3.455444555,2.928971029,3.928971029,4,2.771028971,0,2.060739261,2.823976024,0,3.157942058,2.007792208,3.526473526,0.6392607393,2.28971029,0,3.834265734,0.6392607393,3.3,3.928971029,2.936763237,2.771028971,4
2015-12-30,0.7132867133,3.762237762,3.453146853,2.928671329,3.928671329,4,2.771328671,0,2.058041958,2.82027972,0,3.157342657,2.009090909,3.524475524,0.641958042,2.286713287,0,3.833566434,0.641958042,3.3,3.928671329,2.937762238,2.771328671,4
2015-12-30,0.7162837163,3.761238761,3.450849151,2.928371628,3.928371628,4,2.771628372,0,2.055344655,2.816583417,0,3.156743257,2.01038961,3.522477522,0.6446553447,2.283716284,0,3.832867133,0.6446553447,3.3,3.928371628,2.938761239,2.771628372,4
2015-12-30,0.7192807193,3.76023976,3.448551449,2.928071928,3.928071928,4,2.771928072,0,2.052647353,2.812887113,0,3.156143856,2.011688312,3.52047952,0.6473526474,2.280719281,0,3.832167832,0.6473526474,3.3,3.928071928,2.93976024,2.771928072,4
2015-12-30,0.7222777223,3.759240759,3.446253746,2.927772228,3.927772228,4,2.772227772,0,2.04995005,2.809190809,0,3.155544456,2.012987013,3.518481518,0.65004995,2.277722278,0,3.831468531,0.65004995,3.3,3.927772228,2.940759241,2.772227772,4
2015-12-30,0.7252747253,3.758241758,3.443956044,2.927472527,3.927472527,4,2.772527473,0,2.047252747,2.805494505,0,3.154945055,2.014285714,3.516483516,0.6527472527,2.274725275,0,3.830769231,0.6527472527,3.3,3.927472527,2.941758242,2.772527473,4
2015-12-30,0.7282717283,3.757242757,3.441658342,2.927172827,3.927172827,4,2.772827173,0,2.044555445,2.801798202,0,3.154345654,2.015584416,3.514485514,0.6554445554,2.271728272,0,3.83006993,0.6554445554,3.3,3.927172827,2.942757243,2.772827173,4
2015-12-30,0.7312687313,3.756243756,3.439360639,2.926873127,3.926873127,4,2.773126873,0,2.041858142,2.798101898,0,3.153746254,2.016883117,3.512487512,0.6581418581,2.268731269,0,3.829370629,0.6581418581,3.3,3.926873127,2.943756244,2.773126873,4
2015-12-30,0.7342657343,3.755244755,3.437062937,2.926573427,3.926573427,4,2.773426573,0,2.039160839,2.794405594,0,3.153146853,2.018181818,3.51048951,0.6608391608,2.265734266,0,3.828671329,0.6608391608,3.3,3.926573427,2.944755245,2.773426573,4
2015-12-30,0.7372627373,3.754245754,3.434765235,2.926273726,3.926273726,4,2.773726274,0,2.036463536,2.790709291,0,3.152547453,2.019480519,3.508491508,0.6635364635,2.262737263,0,3.827972028,0.6635364635,3.3,3.926273726,2.945754246,2.773726274,4
2015-12-30,0.7402597403,3.753246753,3.432467532,2.925974026,3.925974026,4,2.774025974,0,2.033766234,2.787012987,0,3.151948052,2.020779221,3.506493506,0.6662337662,2.25974026,0,3.827272727,0.6662337662,3.3,3.925974026,2.946753247,2.774025974,4
2015-12-30,0.7432567433,3.752247752,3.43016983,2.925674326,3.925674326,4,2.774325674,0,2.031068931,2.783316683,0,3.151348651,2.022077922,3.504495504,0.6689310689,2.256743257,0,3.826573427,0.6689310689,3.3,3.925674326,2.947752248,2.774325674,4
2015-12-30,0.7462537463,3.751248751,3.427872128,2.925374625,3.925374625,4,2.774625375,0,2.028371628,2.77962038,0,3.150749251,2.023376623,3.502497502,0.6716283716,2.253746254,0,3.825874126,0.6716283716,3.3,3.925374625,2.948751249,2.774625375,4
2015-12-30,0.7492507493,3.75024975,3.425574426,2.925074925,3.925074925,4,2.774925075,0,2.025674326,2.775924076,0,3.15014985,2.024675325,3.5004995,0.6743256743,2.250749251,0,3.825174825,0.6743256743,3.3,3.925074925,2.94975025,2.774925075,4
2015-12-30,0.7522477522,3.749250749,3.423276723,2.924775225,3.924775225,4,2.775224775,0,2.022977023,2.772227772,0,3.14955045,2.025974026,3.498501499,0.677022977,2.247752248,0,3.824475524,0.677022977,3.3,3.924775225,2.950749251,2.775224775,4
2015-12-30,0.7552447552,3.748251748,3.420979021,2.924475524,3.924475524,4,2.775524476,0,2.02027972,2.768531469,0,3.148951049,2.027272727,3.496503497,0.6797202797,2.244755245,0,3.823776224,0.6797202797,3.3,3.924475524,2.951748252,2.775524476,4
